timestamp,device_id,device_type,src_ip,dst_ip,protocol,source_port,destination_port,packet_rate,byte_rate,packet_size,connection_duration,attack_type,label
2025-11-12 18:55:14,dev_006,SmartLight,10.153.168.209,192.168.1.1,mqtt,28704,80,52,1327,25.52,2.92,normal,Normal
2025-11-12 18:50:11,dev_003,SmartCam,10.115.216.104,192.168.1.1,mqtt,34726,502,138,4450,32.25,2.42,normal,Normal
2025-11-12 18:51:12,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,mqtt,29348,1883,162,2517,15.54,3.89,normal,Normal
2025-11-12 18:48:24,dev_010,SmartCam,10.34.14.52,192.168.1.1,tcp,30056,5683,372,2849,7.66,4.15,normal,Normal
2025-11-12 18:49:40,dev_020,SmartLight,10.108.38.53,192.168.1.1,http,24480,5683,89,384,4.31,5.49,normal,Normal
2025-11-12 18:49:24,dev_020,SmartLight,10.108.38.53,192.168.1.1,http,24472,1883,71,226,3.18,5.58,normal,Normal
2025-11-12 18:58:29,dev_009,Thermostat,10.121.218.157,192.168.1.1,coap,23414,80,33,2249,68.15,3.34,normal,Normal
2025-11-12 18:54:26,dev_020,SmartLight,10.108.38.53,192.168.1.1,http,24623,1883,75,360,4.8,5.83,normal,Normal
2025-11-12 18:58:30,dev_012,SmartLight,10.82.163.105,192.168.1.1,http,39394,502,42,1961,46.69,4.92,normal,Normal
2025-11-12 18:50:50,dev_006,SmartLight,10.153.168.209,192.168.1.1,mqtt,28572,443,61,1131,18.54,1.39,normal,Normal
2025-11-12 18:58:25,dev_015,SmartPlug,10.195.163.166,192.168.1.1,http,28628,443,70,711,10.16,5.63,normal,Normal
2025-11-12 18:53:41,dev_008,SmartPlug,10.64.75.170,192.168.1.1,http,27129,502,112,2165,19.33,2.41,normal,Normal
2025-11-12 18:46:54,dev_007,DoorLock,10.237.110.233,192.168.1.1,http,21807,80,125,2688,21.5,4.9,normal,Normal
2025-11-12 18:51:14,dev_007,DoorLock,10.237.110.233,192.168.1.1,http,21937,502,146,1721,11.79,1.22,normal,Normal
2025-11-12 18:56:41,dev_003,SmartCam,10.115.216.104,192.168.1.1,tcp,34921,1883,153,4175,27.29,1.06,normal,Normal
2025-11-12 18:53:48,dev_004,IndustrialSensor,10.144.249.128,192.168.1.1,udp,39792,443,256,3217,12.57,0.39,normal,Normal
2025-11-12 18:54:19,dev_008,SmartPlug,10.64.75.170,192.168.1.1,http,27148,1883,110,2046,18.6,1.98,normal,Normal
2025-11-12 18:47:20,dev_010,SmartCam,10.34.14.52,192.168.1.1,udp,30024,443,340,1866,5.49,4.9,normal,Normal
2025-11-12 18:50:30,dev_012,SmartLight,10.82.163.105,192.168.1.1,mqtt,39154,502,61,1847,30.28,5.72,normal,Normal
2025-11-12 18:53:38,dev_004,IndustrialSensor,10.144.249.128,192.168.1.1,udp,39787,80,302,4387,14.53,2.29,normal,Normal
2025-11-12 18:48:58,dev_012,SmartLight,10.82.163.105,192.168.1.1,http,39108,502,58,1646,28.38,0.48,normal,Normal
2025-11-12 18:56:13,dev_017,IndustrialSensor,10.230.78.152,192.168.1.1,mqtt,26395,5683,379,5335,14.08,0.76,normal,Normal
2025-11-12 18:55:29,dev_008,SmartPlug,10.64.75.170,192.168.1.1,mqtt,27183,1883,100,2160,21.6,5.12,normal,Normal
2025-11-12 18:47:16,dev_010,SmartCam,10.34.14.52,192.168.1.1,mqtt,30022,80,333,2621,7.87,3.94,normal,Normal
2025-11-12 18:51:59,dev_016,WeatherNode,10.81.98.5,192.168.1.1,udp,27918,502,51,1248,24.47,4.69,normal,Normal
2025-11-12 18:57:12,dev_004,IndustrialSensor,10.144.249.128,192.168.1.1,mqtt,39894,1883,363,3576,9.85,5.6,normal,Normal
2025-11-12 18:59:15,dev_009,Thermostat,10.121.218.157,192.168.1.1,coap,23437,5683,35,1968,56.23,3.63,normal,Normal
2025-11-12 18:57:54,dev_001,DoorSensor,10.243.163.37,192.168.1.1,udp,27645,443,568,9392,16.54,49.79,DoS,Attack
2025-11-12 18:57:05,dev_005,WeatherNode,10.88.221.79,192.168.1.1,http,32068,443,167,1769,10.59,8.77,Spoofing,Attack
2025-11-12 18:49:29,dev_017,IndustrialSensor,10.230.78.152,192.168.1.1,udp,26193,5683,365,4845,13.27,3.99,normal,Normal
2025-11-12 18:49:58,dev_012,SmartLight,10.82.163.105,192.168.1.1,http,39138,443,49,2001,40.84,0.37,normal,Normal
2025-11-12 18:56:04,dev_010,SmartCam,10.34.14.52,192.168.1.1,udp,30286,1883,319,2107,6.61,1.81,normal,Normal
2025-11-12 18:59:28,dev_006,SmartLight,10.153.168.209,192.168.1.1,mqtt,28831,502,56,1384,24.71,4.96,normal,Normal
2025-11-12 18:50:21,dev_009,Thermostat,10.121.218.157,192.168.1.1,mqtt,23170,1883,39,2692,69.03,2.02,normal,Normal
2025-11-12 18:52:39,dev_008,SmartPlug,10.64.75.170,192.168.1.1,mqtt,27098,5683,86,2542,29.56,0.45,normal,Normal
2025-11-12 18:57:23,dev_009,Thermostat,10.121.218.157,192.168.1.1,coap,23381,502,49,1767,36.06,4.56,normal,Normal
2025-11-12 18:47:32,dev_007,DoorLock,10.237.110.233,192.168.1.1,coap,21826,80,117,2778,23.74,4.03,normal,Normal
2025-11-12 18:58:32,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,udp,29568,502,156,3556,22.79,3.58,normal,Normal
2025-11-12 18:51:05,dev_017,IndustrialSensor,10.230.78.152,192.168.1.1,mqtt,26241,502,315,5179,16.44,5.37,normal,Normal
2025-11-12 18:49:21,dev_005,WeatherNode,10.88.221.79,192.168.1.1,coap,31836,80,138,2030,14.71,3.97,normal,Normal
2025-11-12 18:56:27,dev_015,SmartPlug,10.195.163.166,192.168.1.1,mqtt,28569,80,63,815,12.94,5.18,normal,Normal
2025-11-12 18:56:15,dev_008,SmartPlug,10.64.75.170,192.168.1.1,mqtt,27206,443,128,2436,19.03,5.53,normal,Normal
2025-11-12 18:55:47,dev_003,SmartCam,10.115.216.104,192.168.1.1,udp,34894,1883,204,4865,23.85,3.37,normal,Normal
2025-11-12 18:53:24,dev_010,SmartCam,10.34.14.52,192.168.1.1,tcp,30206,502,281,2587,9.21,1.65,normal,Normal
2025-11-12 18:51:34,dev_020,SmartLight,10.108.38.53,192.168.1.1,http,24537,5683,237,3722,15.7,8.16,DoS,Attack
2025-11-12 18:53:54,dev_011,Thermostat,10.188.167.2,192.168.1.1,coap,21580,1883,70,1337,19.1,0.58,normal,Normal
2025-11-12 18:49:52,dev_011,Thermostat,10.188.167.2,192.168.1.1,mqtt,21459,443,93,1234,13.27,1.51,normal,Normal
2025-11-12 18:54:16,dev_010,SmartCam,10.34.14.52,192.168.1.1,tcp,30232,5683,247,2263,9.16,2.01,normal,Normal
2025-11-12 18:49:06,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,udp,29285,443,164,3030,18.48,2.75,normal,Normal
2025-11-12 18:53:01,dev_008,SmartPlug,10.64.75.170,192.168.1.1,mqtt,27109,1883,86,3178,36.95,4.36,normal,Normal
2025-11-12 18:48:02,dev_010,SmartCam,10.34.14.52,192.168.1.1,tcp,30045,1883,303,2835,9.36,3.62,normal,Normal
2025-11-12 18:58:18,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,mqtt,29561,5683,1429,31669,22.16,34.81,DoS,Attack
2025-11-12 18:48:17,dev_018,DoorLock,10.68.176.42,192.168.1.1,http,29554,502,95,485,5.11,0.65,normal,Normal
2025-11-12 18:54:27,dev_005,WeatherNode,10.88.221.79,192.168.1.1,udp,31989,80,105,1999,19.04,3.27,normal,Normal
2025-11-12 18:58:33,dev_015,SmartPlug,10.195.163.166,192.168.1.1,http,28632,5683,223,3499,15.69,47.95,DoS,Attack
2025-11-12 18:48:36,dev_007,DoorLock,10.237.110.233,192.168.1.1,coap,21858,502,134,1932,14.42,5.27,normal,Normal
2025-11-12 18:53:24,dev_012,SmartLight,10.82.163.105,192.168.1.1,mqtt,39241,502,58,1253,21.6,3.07,normal,Normal
2025-11-12 18:55:00,dev_011,Thermostat,10.188.167.2,192.168.1.1,coap,21613,502,94,1625,17.29,0.94,normal,Normal
2025-11-12 18:50:31,dev_002,WeatherNode,10.247.115.232,192.168.1.1,udp,39319,80,141,1169,8.29,3.8,normal,Normal
2025-11-12 18:49:26,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,udp,29295,502,217,3274,15.09,3.26,normal,Normal
2025-11-12 18:50:23,dev_002,WeatherNode,10.247.115.232,192.168.1.1,coap,39315,502,135,1082,8.01,0.38,normal,Normal
2025-11-12 18:53:44,dev_006,SmartLight,10.153.168.209,192.168.1.1,http,28659,80,42,1285,30.6,4.33,normal,Normal
2025-11-12 18:53:01,dev_016,WeatherNode,10.81.98.5,192.168.1.1,coap,27949,502,40,971,24.27,5.85,normal,Normal
2025-11-12 18:47:07,dev_016,WeatherNode,10.81.98.5,192.168.1.1,coap,27772,5683,41,1957,47.73,4.41,normal,Normal
2025-11-12 18:58:15,dev_015,SmartPlug,10.195.163.166,192.168.1.1,http,28623,80,56,940,16.79,2.22,normal,Normal
2025-11-12 18:53:45,dev_018,DoorLock,10.68.176.42,192.168.1.1,coap,29718,502,109,520,4.77,4.37,normal,Normal
2025-11-12 18:59:21,dev_009,Thermostat,10.121.218.157,192.168.1.1,coap,23440,1883,42,1616,38.48,2.96,normal,Normal
2025-11-12 18:51:30,dev_004,IndustrialSensor,10.144.249.128,192.168.1.1,udp,39723,80,313,4664,14.9,1.48,normal,Normal
2025-11-12 18:51:37,dev_017,IndustrialSensor,10.230.78.152,192.168.1.1,udp,26257,502,303,3483,11.5,0.48,normal,Normal
2025-11-12 18:49:33,dev_003,SmartCam,10.115.216.104,192.168.1.1,tcp,34707,502,149,5188,34.82,4.08,normal,Normal
2025-11-12 18:49:46,dev_011,Thermostat,10.188.167.2,192.168.1.1,coap,21456,5683,159,11128,69.99,270.87,DataExfil,Attack
2025-11-12 18:48:42,dev_011,Thermostat,10.188.167.2,192.168.1.1,mqtt,21424,80,99,1180,11.92,0.68,normal,Normal
2025-11-12 18:50:54,dev_020,SmartLight,10.108.38.53,192.168.1.1,mqtt,24517,443,73,532,7.29,4.52,normal,Normal
2025-11-12 18:49:28,dev_007,DoorLock,10.237.110.233,192.168.1.1,mqtt,21884,80,197,2560,12.99,5.86,Spoofing,Attack
2025-11-12 18:54:15,dev_003,SmartCam,10.115.216.104,192.168.1.1,mqtt,34848,5683,147,6753,45.94,4.94,normal,Normal
2025-11-12 18:53:50,dev_012,SmartLight,10.82.163.105,192.168.1.1,mqtt,39254,443,51,2076,40.71,4.29,normal,Normal
2025-11-12 18:56:58,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,mqtt,29521,5683,263,3432,13.05,5.4,normal,Normal
2025-11-12 18:55:33,dev_005,WeatherNode,10.88.221.79,192.168.1.1,coap,32022,5683,115,1431,12.44,5.49,normal,Normal
2025-11-12 18:53:10,dev_011,Thermostat,10.188.167.2,192.168.1.1,coap,21558,1883,84,1095,13.04,2.98,normal,Normal
2025-11-12 18:48:57,dev_017,IndustrialSensor,10.230.78.152,192.168.1.1,udp,26177,443,350,6396,18.27,0.89,normal,Normal
2025-11-12 18:45:55,dev_019,SmartPlug,10.215.64.136,192.168.1.1,mqtt,27867,5683,168,18055,107.47,15.93,DoS,Attack
2025-11-12 18:52:43,dev_017,IndustrialSensor,10.230.78.152,192.168.1.1,udp,26290,502,296,6476,21.88,3.37,normal,Normal
2025-11-12 18:54:36,dev_004,IndustrialSensor,10.144.249.128,192.168.1.1,udp,39816,80,219,3115,14.22,2.95,normal,Normal
2025-11-12 18:54:54,dev_010,SmartCam,10.34.14.52,192.168.1.1,tcp,30251,5683,311,2800,9.0,4.49,normal,Normal
2025-11-12 18:55:55,dev_005,WeatherNode,10.88.221.79,192.168.1.1,coap,32033,5683,99,1822,18.4,3.3,normal,Normal
2025-11-12 18:58:18,dev_006,SmartLight,10.153.168.209,192.168.1.1,http,28796,80,187,15186,81.21,29.68,DoS,Attack
2025-11-12 18:50:17,dev_015,SmartPlug,10.195.163.166,192.168.1.1,http,28384,502,70,742,10.6,1.72,normal,Normal
2025-11-12 18:52:04,dev_001,DoorSensor,10.243.163.37,192.168.1.1,udp,27470,5683,83,1298,15.64,3.88,normal,Normal
2025-11-12 18:58:03,dev_009,Thermostat,10.121.218.157,192.168.1.1,mqtt,23401,502,111,245,2.21,1.77,Scan,Attack
2025-11-12 18:51:15,dev_019,SmartPlug,10.215.64.136,192.168.1.1,mqtt,28027,80,34,2187,64.32,4.64,normal,Normal
2025-11-12 18:56:24,dev_012,SmartLight,10.82.163.105,192.168.1.1,http,39331,443,62,1898,30.61,2.43,normal,Normal
2025-11-12 18:52:06,dev_013,SmartLight,10.187.191.20,192.168.1.1,http,33714,80,39,2060,52.82,0.51,normal,Normal
2025-11-12 18:51:22,dev_006,SmartLight,10.153.168.209,192.168.1.1,http,28588,5683,48,1853,38.6,5.84,normal,Normal
2025-11-12 18:50:45,dev_016,WeatherNode,10.81.98.5,192.168.1.1,udp,27881,5683,46,1193,25.93,5.87,normal,Normal
2025-11-12 18:56:41,dev_017,IndustrialSensor,10.230.78.152,192.168.1.1,udp,26409,443,245,3591,14.66,4.67,normal,Normal
2025-11-12 18:55:15,dev_015,SmartPlug,10.195.163.166,192.168.1.1,mqtt,28533,443,40,865,21.62,2.16,normal,Normal
2025-11-12 18:54:54,dev_007,DoorLock,10.237.110.233,192.168.1.1,coap,22047,1883,125,1765,14.12,4.34,normal,Normal
2025-11-12 18:57:33,dev_015,SmartPlug,10.195.163.166,192.168.1.1,http,28602,80,64,876,13.69,3.14,normal,Normal
2025-11-12 18:51:04,dev_006,SmartLight,10.153.168.209,192.168.1.1,http,28579,1883,41,1743,42.51,3.65,normal,Normal
2025-11-12 18:51:17,dev_005,WeatherNode,10.88.221.79,192.168.1.1,coap,31894,1883,159,2274,14.3,0.44,normal,Normal
2025-11-12 18:55:18,dev_001,DoorSensor,10.243.163.37,192.168.1.1,coap,27567,5683,85,1249,14.69,4.89,normal,Normal
2025-11-12 18:57:40,dev_006,SmartLight,10.153.168.209,192.168.1.1,http,28777,502,46,1514,32.91,2.85,normal,Normal
2025-11-12 18:56:01,dev_009,Thermostat,10.121.218.157,192.168.1.1,mqtt,23340,80,48,1720,35.83,1.15,normal,Normal
2025-11-12 18:56:08,dev_012,SmartLight,10.82.163.105,192.168.1.1,mqtt,39323,502,193,11584,60.02,23.9,DoS,Attack
2025-11-12 18:53:10,dev_012,SmartLight,10.82.163.105,192.168.1.1,http,39234,1883,53,2035,38.4,3.51,normal,Normal
2025-11-12 18:48:06,dev_011,Thermostat,10.188.167.2,192.168.1.1,coap,21406,1883,295,11824,40.08,1.54,DoS,Attack
2025-11-12 18:53:07,dev_008,SmartPlug,10.64.75.170,192.168.1.1,http,27112,80,142,2128,14.99,3.91,normal,Normal
2025-11-12 18:54:18,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,mqtt,29441,502,228,4453,19.53,3.29,normal,Normal
2025-11-12 18:52:49,dev_005,WeatherNode,10.88.221.79,192.168.1.1,coap,31940,1883,118,1856,15.73,1.92,normal,Normal
2025-11-12 18:51:22,dev_001,DoorSensor,10.243.163.37,192.168.1.1,udp,27449,443,90,1426,15.84,4.42,normal,Normal
2025-11-12 18:55:45,dev_003,SmartCam,10.115.216.104,192.168.1.1,mqtt,34893,5683,706,33450,47.38,9.15,DoS,Attack
2025-11-12 18:51:39,dev_002,WeatherNode,10.247.115.232,192.168.1.1,coap,39353,502,185,1360,7.35,2.8,normal,Normal
2025-11-12 18:56:24,dev_020,SmartLight,10.108.38.53,192.168.1.1,mqtt,24682,443,69,543,7.87,1.62,normal,Normal
2025-11-12 18:57:27,dev_009,Thermostat,10.121.218.157,192.168.1.1,coap,23383,5683,45,2577,57.27,2.44,normal,Normal
2025-11-12 18:57:18,dev_006,SmartLight,10.153.168.209,192.168.1.1,http,28766,80,37,856,23.14,0.52,Scan,Attack
2025-11-12 18:58:20,dev_004,IndustrialSensor,10.144.249.128,192.168.1.1,mqtt,39928,1883,1433,17822,12.44,18.56,DoS,Attack
2025-11-12 18:56:13,dev_009,Thermostat,10.121.218.157,192.168.1.1,mqtt,23346,5683,44,2025,46.02,4.88,normal,Normal
2025-11-12 18:46:42,dev_007,DoorLock,10.237.110.233,192.168.1.1,http,21801,1883,144,2276,15.81,4.53,normal,Normal
2025-11-12 18:52:17,dev_002,WeatherNode,10.247.115.232,192.168.1.1,coap,39372,5683,140,1580,11.29,2.73,normal,Normal
2025-11-12 18:52:42,dev_004,IndustrialSensor,10.144.249.128,192.168.1.1,udp,39759,5683,651,74960,115.15,140.93,DataExfil,Attack
2025-11-12 18:54:44,dev_011,Thermostat,10.188.167.2,192.168.1.1,coap,21605,1883,92,1760,19.13,3.2,normal,Normal
2025-11-12 18:49:59,dev_003,SmartCam,10.115.216.104,192.168.1.1,mqtt,34720,1883,210,6163,29.35,4.59,normal,Normal
2025-11-12 18:48:29,dev_002,WeatherNode,10.247.115.232,192.168.1.1,coap,39258,80,844,12209,14.47,54.97,DoS,Attack
2025-11-12 18:58:26,dev_020,SmartLight,10.108.38.53,192.168.1.1,http,24743,443,53,365,6.89,0.27,normal,Normal
2025-11-12 18:57:39,dev_005,WeatherNode,10.88.221.79,192.168.1.1,udp,32085,80,132,2571,19.48,5.69,normal,Normal
2025-11-12 18:56:28,dev_011,Thermostat,10.188.167.2,192.168.1.1,mqtt,21657,5683,92,1378,14.98,1.56,normal,Normal
2025-11-12 18:54:54,dev_001,DoorSensor,10.243.163.37,192.168.1.1,coap,27555,80,76,1010,13.29,1.3,normal,Normal
2025-11-12 18:56:51,dev_017,IndustrialSensor,10.230.78.152,192.168.1.1,udp,26414,5683,336,5104,15.19,5.61,normal,Normal
2025-11-12 18:50:13,dev_003,SmartCam,10.115.216.104,192.168.1.1,udp,34727,80,387,64676,167.12,269.3,DataExfil,Attack
2025-11-12 18:52:02,dev_011,Thermostat,10.188.167.2,192.168.1.1,coap,21524,443,88,1931,21.94,5.61,normal,Normal
2025-11-12 18:52:46,dev_006,SmartLight,10.153.168.209,192.168.1.1,http,28630,5683,51,1750,34.31,4.29,normal,Normal
2025-11-12 18:55:08,dev_013,SmartLight,10.187.191.20,192.168.1.1,http,33805,443,39,1938,49.69,5.56,normal,Normal
2025-11-12 18:56:57,dev_008,SmartPlug,10.64.75.170,192.168.1.1,http,27227,502,100,1381,13.81,5.92,normal,Normal
2025-11-12 18:51:17,dev_008,SmartPlug,10.64.75.170,192.168.1.1,http,27057,1883,109,1668,15.3,5.07,normal,Normal
2025-11-12 18:52:53,dev_018,DoorLock,10.68.176.42,192.168.1.1,http,29692,443,116,496,4.28,5.49,normal,Normal
2025-11-12 18:55:36,dev_010,SmartCam,10.34.14.52,192.168.1.1,tcp,30272,1883,377,1916,5.08,5.84,normal,Normal
2025-11-12 18:53:12,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,udp,29408,1883,185,4008,21.66,3.32,normal,Normal
2025-11-12 18:49:10,dev_007,DoorLock,10.237.110.233,192.168.1.1,http,21875,80,114,2346,20.58,2.78,normal,Normal
2025-11-12 18:51:18,dev_013,SmartLight,10.187.191.20,192.168.1.1,http,33690,5683,43,1828,42.51,4.5,normal,Normal
2025-11-12 18:56:56,dev_020,SmartLight,10.108.38.53,192.168.1.1,http,24698,80,79,426,5.39,4.82,normal,Normal
2025-11-12 18:50:37,dev_016,WeatherNode,10.81.98.5,192.168.1.1,udp,27877,1883,39,754,19.33,4.53,normal,Normal
2025-11-12 18:58:19,dev_015,SmartPlug,10.195.163.166,192.168.1.1,http,28625,1883,53,805,15.19,2.55,normal,Normal
2025-11-12 18:52:14,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,udp,29379,1883,182,3432,18.86,1.61,normal,Normal
2025-11-12 18:50:04,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,mqtt,29314,1883,227,3893,17.15,3.05,normal,Normal
2025-11-12 18:47:57,dev_002,WeatherNode,10.247.115.232,192.168.1.1,coap,39242,1883,167,1448,8.67,0.55,normal,Normal
2025-11-12 18:56:25,dev_017,IndustrialSensor,10.230.78.152,192.168.1.1,mqtt,26401,5683,197,6752,34.27,1.92,normal,Normal
2025-11-12 18:57:23,dev_015,SmartPlug,10.195.163.166,192.168.1.1,http,28597,1883,63,673,10.68,2.5,normal,Normal
2025-11-12 18:50:18,dev_006,SmartLight,10.153.168.209,192.168.1.1,http,28556,80,47,1473,31.34,1.66,normal,Normal
2025-11-12 18:51:42,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,udp,29363,443,202,4003,19.82,1.53,normal,Normal
2025-11-12 18:49:36,dev_012,SmartLight,10.82.163.105,192.168.1.1,mqtt,39127,80,61,2640,43.28,4.63,normal,Normal
2025-11-12 18:52:29,dev_005,WeatherNode,10.88.221.79,192.168.1.1,udp,31930,1883,114,1464,12.84,0.27,normal,Normal
2025-11-12 18:48:41,dev_018,DoorLock,10.68.176.42,192.168.1.1,http,29566,5683,122,1424,11.67,0.06,Scan,Attack
2025-11-12 18:57:16,dev_013,SmartLight,10.187.191.20,192.168.1.1,mqtt,33869,1883,38,1906,50.16,1.1,normal,Normal
2025-11-12 18:50:24,dev_011,Thermostat,10.188.167.2,192.168.1.1,coap,21475,502,98,1578,16.1,1.09,normal,Normal
2025-11-12 18:54:45,dev_015,SmartPlug,10.195.163.166,192.168.1.1,mqtt,28518,1883,57,866,15.19,0.26,normal,Normal
2025-11-12 18:49:12,dev_007,DoorLock,10.237.110.233,192.168.1.1,http,21876,1883,137,2275,16.61,4.55,normal,Normal
2025-11-12 18:47:04,dev_010,SmartCam,10.34.14.52,192.168.1.1,tcp,30016,502,318,2545,8.0,0.88,normal,Normal
2025-11-12 18:54:58,dev_007,DoorLock,10.237.110.233,192.168.1.1,coap,22049,80,121,2518,20.81,0.87,normal,Normal
2025-11-12 18:56:40,dev_020,SmartLight,10.108.38.53,192.168.1.1,http,24690,443,72,454,6.31,4.97,normal,Normal
2025-11-12 18:46:01,dev_019,SmartPlug,10.215.64.136,192.168.1.1,http,27870,1883,41,1866,45.51,3.32,normal,Normal
2025-11-12 18:52:21,dev_017,IndustrialSensor,10.230.78.152,192.168.1.1,udp,26279,443,254,5250,20.67,0.43,normal,Normal
2025-11-12 18:54:51,dev_005,WeatherNode,10.88.221.79,192.168.1.1,coap,32001,502,86,2676,31.12,0.78,normal,Normal
2025-11-12 18:49:44,dev_012,SmartLight,10.82.163.105,192.168.1.1,mqtt,39131,1883,50,1849,36.98,2.9,normal,Normal
2025-11-12 18:53:05,dev_009,Thermostat,10.121.218.157,192.168.1.1,mqtt,23252,502,31,2035,65.65,2.23,normal,Normal
2025-11-12 18:55:24,dev_006,SmartLight,10.153.168.209,192.168.1.1,mqtt,28709,443,62,1966,31.71,2.72,normal,Normal
2025-11-12 18:54:31,dev_002,WeatherNode,10.247.115.232,192.168.1.1,udp,39439,502,131,652,4.98,4.5,normal,Normal
2025-11-12 18:55:16,dev_006,SmartLight,10.153.168.209,192.168.1.1,http,28705,80,58,1952,33.66,11.25,Spoofing,Attack
2025-11-12 18:49:42,dev_010,SmartCam,10.34.14.52,192.168.1.1,mqtt,30095,80,357,1685,4.72,0.87,normal,Normal
2025-11-12 18:49:16,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,udp,29290,80,167,4821,28.87,5.64,normal,Normal
2025-11-12 18:51:43,dev_009,Thermostat,10.121.218.157,192.168.1.1,coap,23211,80,55,2093,38.05,2.55,normal,Normal
2025-11-12 18:58:53,dev_017,IndustrialSensor,10.230.78.152,192.168.1.1,udp,26475,502,245,5182,21.15,4.02,normal,Normal
2025-11-12 18:52:23,dev_016,WeatherNode,10.81.98.5,192.168.1.1,udp,27930,5683,40,1363,34.08,4.06,normal,Normal
2025-11-12 18:55:16,dev_010,SmartCam,10.34.14.52,192.168.1.1,tcp,30262,1883,357,2872,8.04,0.54,normal,Normal
2025-11-12 18:56:37,dev_016,WeatherNode,10.81.98.5,192.168.1.1,coap,28057,443,41,1584,38.63,0.31,normal,Normal
2025-11-12 18:55:47,dev_009,Thermostat,10.121.218.157,192.168.1.1,coap,23333,502,34,1868,54.94,2.12,normal,Normal
2025-11-12 18:51:08,dev_011,Thermostat,10.188.167.2,192.168.1.1,mqtt,21497,443,86,1391,16.17,2.14,normal,Normal
2025-11-12 18:54:56,dev_010,SmartCam,10.34.14.52,192.168.1.1,udp,30252,5683,447,3323,7.43,4.35,normal,Normal
2025-11-12 18:57:03,dev_003,SmartCam,10.115.216.104,192.168.1.1,udp,34932,502,114,4820,42.28,4.18,normal,Normal
2025-11-12 18:52:20,dev_012,SmartLight,10.82.163.105,192.168.1.1,http,39209,80,202,16266,80.52,47.15,DoS,Attack
2025-11-12 18:53:35,dev_019,SmartPlug,10.215.64.136,192.168.1.1,http,28097,5683,43,2202,51.21,2.91,normal,Normal
2025-11-12 18:48:44,dev_013,SmartLight,10.187.191.20,192.168.1.1,mqtt,33613,502,28,2527,90.25,2.11,normal,Normal
2025-11-12 18:54:11,dev_009,Thermostat,10.121.218.157,192.168.1.1,coap,23285,5683,42,1917,45.64,2.82,normal,Normal
2025-11-12 18:48:23,dev_003,SmartCam,10.115.216.104,192.168.1.1,tcp,34672,80,116,7667,66.09,3.53,normal,Normal
2025-11-12 18:54:21,dev_002,WeatherNode,10.247.115.232,192.168.1.1,coap,39434,1883,148,960,6.49,1.87,normal,Normal
2025-11-12 18:53:18,dev_007,DoorLock,10.237.110.233,192.168.1.1,coap,21999,443,122,1643,13.47,0.74,normal,Normal
2025-11-12 18:55:52,dev_012,SmartLight,10.82.163.105,192.168.1.1,mqtt,39315,80,60,2010,33.5,0.86,normal,Normal
2025-11-12 18:52:57,dev_002,WeatherNode,10.247.115.232,192.168.1.1,coap,39392,5683,135,1228,9.1,1.83,normal,Normal
2025-11-12 18:54:20,dev_014,IndustrialSensor,10.214.98.89,192.168.1.1,udp,29442,80,203,3140,15.47,5.55,normal,Normal
2025-11-12 18:50:38,dev_013,SmartLight,10.187.191.20,192.168.1.1,http,33670,502,32,1957,61.16,3.1,normal,Normal
2025-11-12 18:55:38,dev_006,SmartLight,10.153.168.209,192.168.1.1,mqtt,28716,502,36,1616,44.89,1.14,normal,Normal
2025-11-12 18:56:16,dev_013,SmartLight,10.187.191.20,192.168.1.1,http,33839,443,54,1643,30.43,2.24,normal,Normal
2025-11-12 18:54:28,dev_004,IndustrialSensor,10.144.249.128,192.168.1.1,mqtt,39812,80,491,30672,62.47,138.32,DataExfil,Attack
2025-11-12 18:49:37,dev_005,WeatherNode,10.88.221.79,192.168.1.1,coap,31844,5683,116,2606,22.47,1.88,normal,Normal
2025-11-12 18:54:38,dev_011,Thermostat,10.188.167.2,192.168.1.1,mqtt,21602,5683,88,1280,14.55,1.11,normal,Normal
2025-11-12 18:53:58,dev_001,DoorSensor,10.243.163.37,192.168.1.1,coap,27527,5683,106,1651,15.58,1.12,normal,Normal
2025-11-12 18:58:02,dev_006,SmartLight,10.153.168.209,192.168.1.1,http,28788,443,57,1525,26.75,0.56,normal,Normal
2025-11-12 18:51:31,dev_015,SmartPlug,10.195.163.166,192.168.1.1,mqtt,28421,5683,70,637,9.1,1.69,normal,Normal
2025-11-12 18:52:52,dev_004,IndustrialSensor,10.144.249.128,192.168.1.1,udp,39764,80,252,5606,22.25,5.61,normal,Normal
2025-11-12 18:52:15,dev_019,SmartPlug,10.215.64.136,192.168.1.1,mqtt,28057,1883,60,25423,423.72,286.8,DataExfil,Attack
2025-11-12 18:49:34,dev_012,SmartLight,10.82.163.105,192.168.1.1,mqtt,39126,443,50,2040,40.8,4.74,normal,Normal
